Loan Id,Duration,Received,Persons Received From Total,Banks Received,Paybills Received Others
recfiRTcZuX76wQhv,12,303859.51,273923,1950,1650
recbIOgnODhEizn3K,6,430487,430487,110549,87366
,6,1082727.69,1079228,3474381,1932995.39
,6,170373,170273,192051,22852
recxkUPaQrxsUW72o,6,210238.64,129164,349082,28308.81
recAvmgDuNzMWflMn,6,202507,200587,6400,14920
reczn5f5IJZcgbmYn,6,527893,529442,306620,103506
recDU62dYSGz6Hzju,6,585591.9,565847,63050,2280
,6,363048,362998,4350,0
,6,363048,362998,4350,0
,6,60190,60190,79900,3450
recdnjP6lwenIy501,6,544965.03,500841,16622,74050
,6,84950,84950,92247,5557
,12,260878.49,183603,134000,168354
recG2INYdz4H2Gz4E,6,1150277,1150427,1095401,53507
recGWzlZ4pHN534Pw,6,587262.3,470912,135640,296140
,6,421805,421105,235127,698453
recu8jKWEnWlt0oKR,12,96325,96325,8500,106472
recqkiYQJ9ka7Mv9R,6,121867,121764,193040,565
recix3dX0cmU4xg2s,6,6006008.53,5854275,1038210,319007
recix3dX0cmU4xg2s,6,6006008.53,5854275,1038210,319007
recAKYVmo0r13Y39v,6,526774.94,465081,233100,22855
,6,34271,34271,50,890
recu8jKWEnWlt0oKR,6,95675,95675,8500,68462
,5,255321,251781,21200,957
recB3atsadjhWfN6U,6,425880.15,256652,236200,4530
recB3atsadjhWfN6U,6,425880.15,256652,236200,4530
,6,70765.45,65589,7200,0
recG7fSSRfF3K2zjn,6,771662.37,663464,195610,7036.75
recLig39lz6OzNWSZ,6,368376.24,270614,274564,1000
recdsvhqymQ179Tsz,6,514084.22,334357,520350,24507
,6,541288,538608,230539,12149
recKq3NPBIrybJhcl,6,586322,586322,502114,47050
recHi6rF0YENmFoGY,6,590269.35,549551,7850,3437
,12,190380,190160,70,5673
,6,91311,90311,45571,2861
,6,91311,90311,45571,2861
,6,96085.2,93487,144060,785
,6,446001,440666,50640,5293
reczfFPa2CRVVt0PA,6,154684,154684,47606,6710
recOks1q6vUfY2kLr,6,30287,30287,84623,11213
reciX9gKO2QPW5t3T,6,549094,549094,365769,441911
recXytYZtmYKlryVl,6,356629,353949,4150,308.75
,6,639575,637555,104578,13257
,6,639575,637555,104578,13257
,6,267067,266667,3945,10034
reckiVrQkFIioiJEJ,12,1206493.27,1174789,192790,11450
,6,168131.14,148504,7390,1912
,6,333533,333533,31326,123957
,6,333533,333533,31326,123957
rec4IkBQY99HmLQvv,6,259514.49,242870,983800,73180
reckVznzJynsdPmOv,6,321700,321700,905,3287.5
,6,858515,855635,40540,3500
,6,858515,855635,40540,3500
reci8Sl2DJ7zEmcvP,12,189028.08,118814,399541,88310
recs08B5f3sh5hizW,6,150046.65,144014,61052,68297.45
recVOllpG6mFoGtaV,6,597443,597503,150609,5383
recVOllpG6mFoGtaV,6,597443,597503,150609,5383
,6,2476167.26,2381531,5998481,107810
recwFJpC7Kev9Xvp8,6,469765.39,426151,271210,4850
,6,131408.17,116924,5300,20
,6,264267.6,217528,25300,34685
recvYKKj7buDfB7b0,6,465368.08,413498,11801,50937
rechJPf87SXAINP1f,6,2323108.18,2290939,94900,108
,6,462696,462886,973250,100
,6,456840,456840,228400,1000
rec1Mlv15hVfXPnku,6,138628,138628,29450,68969.87
rec1Mlv15hVfXPnku,6,138628,138628,29450,68969.87
,6,15212.98,7888,2330,13846
recFED1LYXJq78Gpt,6,779070,775070,5870,20240
,12,1069578,1069258,228393,21414
,12,1069578,1069258,228393,21414
,5,71974,71549,0,10
,6,300689,299169,243570,9382
,6,300689,299169,243570,9382
,6,741601.7,701812,1030262,58017
,12,28766,28122,0,0
,6,358530.75,358263,0,85024
recpG3L5xcfTBO8pz,6,1937294.55,1613927,506448,245317
,6,2198850,2037875,882680,1799
,6,2198850,2037875,882680,1799
recItD16hutTUG25o,6,305308.89,298365,563970,2500
recuOELVBXEgARNyM,6,827892.9,756491,788900,1050
recEkNFdl2tdBiiwI,6,46826.43,30799,24000,678690
recvXpU5v5YaYp8yd,6,316124.35,303610,139019,170106.5
recvXpU5v5YaYp8yd,6,316124.35,303610,139019,170106.5
recvEVwG9Jly0QUce,6,88169.85,55694,41665,70246
,6,104496.74,98900,0,10
,6,34034.29,19709,101130,10
rectpw2ZEoO1f5TkM,12,318945.36,311317,72178,369
recBOL5XRjwJXjEBO,6,234843.42,150217,235522,593425
recBOL5XRjwJXjEBO,6,234843.42,150217,235522,593425
recUXVKFRJ94o0Xtx,12,5455332,5454682,255250,5417
recVxilBKkgvyPeJG,6,140017,139817,4450,100
,6,237306,237306,124640,973
rec9cv3LlPDbEw85U,12,400444.95,366427,33080,825.52
,6,120582.02,95798,156050,144850
,6,155317.95,68556,304141,13515
,12,1100414.13,910528,504256,230738.64
reczbhFTJhjwVBAfz,6,1002696.11,936868,235083,18765
recCczTOJIPXFDmeC,6,96261.26,63479,39951,40372
rec2qNLcUw91BUv6g,6,1353219.24,1220239,434349,6899
recnvAcLVbHkiU8BA,6,3014871.38,1734789,3599052,493047
,5,13167.74,12326,1800,0
recskh85H0ElvJpGN,6,41615,41615,230,167296
,6,171172.96,151624,4226,3368
recrK01xiF6185WvR,6,467699,462579,45199,3523
,2,220434,220334,52970,1637
,6,215614.31,184806,305862,107420
,5,12619,12619,0,80
,6,233006,232306,10300,40
recbn5uF2meY794P9,6,15150,15150,53500,398
,6,2160510,2156010,66457,0
,6,2160510,2156010,66457,0
,6,615871.05,582825,251610,15575
,6,419300,419330,0,3090
,6,234574,234814,128937,10139
rec7WjQaOMXM2mtyE,6,222107,222107,7910,7
recARjqOfTx5AVZ27,6,19911,19881,0,0
,6,232277.15,135201,10270,127294
recP5QCaOaWyIugNc,1,102373.91,94202,27830,29923.7
,6,145923.78,105663,70637,7683
,6,145923.78,105663,70637,7683
reck5aNmW1iuLSxCi,6,144022.27,112899,3354,29633
recJkYoXouVxj0C6Z,6,64703,65661,1505,300
,6,68860.99,66713,43197,59
recA8DuV3yLD4bP7m,6,29701,29701,179279,1400
recamIcr1eO2SRSAW,5,126129,126499,3900,1545
,12,23816,23786,187358,140
,6,3808052,3800052,512000,7
,6,500031,500031,152200,820
rec6kRl05G5zrVlHj,6,77419.48,63539,150670,0
,6,227052.54,217937,152970,192834
,6,989879,986199,55093,551379.9
,6,544923.7,493468,64980,1050
,6,571024.22,546499,169770,0
,6,339104.73,327194,51290,300
reclab5GxnkrBcn3r,6,146594,146274,13300,2935
,6,470292.1,213256,780321,85220
,12,60068.32,46265,469.85,76
,6,181086.86,165753,13150,45695
recaWEjEUhBr0mSCn,6,250470.35,243420,152358,33
,6,227052.54,217937,152970,192824
,6,227052.54,217937,152970,192824
recptyI57jqHb2BFt,6,513633.76,413490,423860,43500
,6,32380,32380,72700,0
recu2bFOexgnQNXje,6,1141862,1132972,29470,280829.74
recK5hR1IcSJ3SBuE,6,121140.06,115571,3470,2000
recagUpRg2DpepkJK,6,207659,207479,10530,14500
recoaNCF5gCmvp3lK,6,231275.77,154347,873850,157239
reciwYlw9jHXqLXSf,6,205868.45,144121,260911,830
rec6DbnHL8q9zr8GV,6,292858.26,276606,184000,105
recBGX5LmbVxcA0zc,12,215211.07,192744,16720,2736
recBGX5LmbVxcA0zc,12,215211.07,192744,16720,2736
,12,49494,49394,2750.75,0
,6,37824,37824,8000,10
recShlFiTtZYUCtHZ,12,1182421,1181821,128285,5763
recShlFiTtZYUCtHZ,12,1182421,1181821,128285,5763
,5,27075.38,13703,51005,3343
,6,478100.23,393620,41160,4500
,6,97892.33,90027,21063,147227.7
,6,97892.33,90027,21063,147227.7
,6,37424,37424,8000,0
recpPFz0Htn5i2fu1,21,1194367.41,1161409,1653797,744377
rechecfTc4Idc9hpF,6,476792,460556,114699,94373
,6,182291.6,165924,4250,32510
recfRpeAh0dWOURSw,6,503703.29,436290,35100,74784
recfRpeAh0dWOURSw,6,503703.29,436290,35100,74784
,6,97792.33,89927,21063,147217.7
,6,244337.08,228037,139060,507
,6,54176,53926,174640,100
recOb3XE34wc7tIVI,6,38593,37747,35093,1709
rect2UVH2qNwxzJck,6,124276.87,85580,14680,300
recFACNhD2qtyynUC,6,4049041.51,3423472,1250459,231842
recEojr7uurePlbjZ,6,1297097,1105147,441218,268079
,6,132334.56,94890,18850,10
,6,134469.91,95790,17850,10
reccdOUbjd5IbQj10,6,83752,83752,110765,0
recZkhW8eNeZLJzrF,6,540613,539613,161716,109892
recpLckLfY8eWAHPb,6,2591883.04,2591092,774035,2260
recIGy9KPxhBbpN6t,6,460271.26,328372,338863,13450
,6,132334.56,94890,18850,10
,12,79902,90770,32769,117128.47
,6,79619,79619,65783,10
recOuxesOs4qKlmlm,6,1724925,1734925,646154,137019.68
recWAkAXazxrEN1f0,6,473344.56,404099,813200,261830.18
recNC1AeZa5BsNGNB,6,44367.49,42271,155888,175
recVHCZvo96jwMhse,6,169408.37,143209,10127,100
recq3IxMVvGQJ5qmS,6,499460,501460,375749,355219
,6,555282,555152,39228,24780
,6,425297,425297,40600,264619.98
,6,3994018.86,2689437,4425250,1055105
,6,649281,702081,1662600,1064271
,6,339762.92,332487,201395,2950
,6,118200,118200,3050,181.98
recjueaXr3WDH4nV0,6,327848,327548,30000,0
recz5yH5BhiFfXsr6,6,800372,798872,30200,10324.4
rectPTo4AfzWZff8J,6,362849,341312,44520,34746
recFd5rVcayFFvVCp,6,139117.66,89917,760,100
,6,369253.68,303034,33540,23838
recUQqQiU53MRhsUD,6,466911,466631,11271,13245
rec6T0VtrImbBkzGd,6,151579.13,134558,3600,0
recEqEyIsFdJ3LP3m,6,38800,38800,172740,27
recGLhSKLr7BFQTM2,6,120122.31,107343,97458,460
,12,439120.18,429911,1192231,160174
rec2ZxAdpdl97QGxb,6,216780,214930,32475,1450
,6,675155,492829,88380,348
recXwBq3iAO8GxRbz,6,92121,92136,284759,228
,6,640253,516502,167365,2618
,6,91373.87,78292,100270,14160
recpZJYBahyo3cwX9,6,1431210.38,905378,282670,44602
recdllU3oFDEnCeB4,6,2626437,2620937,2912635,3400
,7,41605.63,32292,51350,10
,6,123974.76,17650,36850,0
rec4DCYdT3v7xbc9i,6,258750,258750,0,0
,6,142110.02,48724,5080,470
,6,123974.76,105470,183219,1257
rect5BpHLRHHJ1biS,6,30239,30239,17830,1140.41
recQTjosNHMUBI1jy,6,708820,707820,168335,10
recOYR5NPfwdDngZQ,6,94361,99361,78980,42666
,5,14999,14999,0,20002
rec2APLvC2omKRQWc,7,884289,882539,144261,21687
,6,135654,134604,24670,14230
,6,161414,160874,400,200
,6,161414,160874,400,200
,6,374752,376097,179762,60131
,6,374752,376097,179762,60131
,6,374752,376097,179762,60131
recbInF9GGk4G5NUL,6,5017679.51,4625001,725600,1916398
,6,887446,887946,1884800,205000
,6,3107876.83,2724894,991065.1,311813
recwJdTyqoxkdRh1K,6,406342.55,391983,17290,3295
,1,337519.04,271590,1800,0
recpkFVr06I6lhV3L,12,556152.87,545356,125563,10
rec7DV6HyFliVDzsF,6,136353.38,125678,9150,19030
recsPZWCoMWYETf8H,6,16226690,14849090,1766311,29463
,6,352321,352321,40710,50874.46
recbIHzk06oIGu4da,6,263195.45,108391,2370,500
,6,147595,148475,1550,1575
recmcjeL1vJsHDw8p,12,113002.99,103253,2200,232
recmcjeL1vJsHDw8p,12,113002.99,103253,2200,232
,6,302384,292644,12790,440
rec539QS50WnyYJBh,6,13655,13655,77000,15386
rec539QS50WnyYJBh,6,13655,13655,77000,15386
recOaTe5iQqOewp8G,6,11427,11427,150,119579.28
recOaTe5iQqOewp8G,6,11427,11427,150,119579.28
recmcjeL1vJsHDw8p,6,66177.41,56550,1300,0
recmcjeL1vJsHDw8p,6,66177.41,56550,1300,0
rec6Fjd2aByh5MDb6,6,831384,831184,188952,61714
rec6Fjd2aByh5MDb6,6,831384,831184,188952,61714
recK3ObTlGnV82mox,6,134260,134260,11700,152779.57
,6,139193,132358,5000,48810
,5,161825,161735,29855,3384
,6,360695,361025,477940,0
,6,360695,361025,477940,0
recUmt3DbYL0gb025,10,377867.93,311029,139530,47205
recUmt3DbYL0gb025,10,377867.93,311029,139530,47205
,6,37800.08,109461,152040,1673386
recQlPDaYvl7LXJdr,6,1672883,1692883,1079020,718124
recY7yKMpjNeysS5O,6,138777.9,130690,41178,283926
,6,40600.34,25430,473914,146080
,6,40600.34,25430,473914,146080
,6,40600.34,25430,473914,146080
receEnL7Qa5q8sFXa,6,1672869,1672869,718390,448688
receEnL7Qa5q8sFXa,6,1672869,1672869,718390,448688
,6,104719,104719,36730,310
,6,104719,104719,36730,310
,6,572243.03,421549,1290532,0
,6,572243.03,421549,1290532,0
,6,487925.07,385173,122096,3200
recjLwDYTg0tmF94A,6,124382,124392,16680,0
recjLwDYTg0tmF94A,6,124382,124392,16680,0
,5,142931,142931,7130,625
recyGt7XZMZOC2VlF,6,138521.22,105491,0,7
,3,113806,86761,0,415
recVHCZvo96jwMhse,6,170680.37,143914,10157,100
recVHCZvo96jwMhse,6,170680.37,143914,10157,100
,6,499135.3,352847,97990,17550
,6,499135.3,352847,97990,17550
recFyJLOShqLrxse1,6,483350.98,448194,180355,11700
,6,632002.01,617794,4915,19248
rec0R8SaVr13Oq1VO,6,791421.25,759230,119410,32167
recuKJuJGRJxe0IPU,6,127872.5,50577,527428,124274
recS4CS6uzDe9Ji2J,6,49215,49291,8460,563
,6,316275.55,304288,8950,8404
,6,316275.55,304288,8950,8404
,6,513642.08,460083,876400,0
,6,683183,662933,81930,1017
recbkiwqZYJKkTKgG,6,225254.5,205571,5300,102509
recbkiwqZYJKkTKgG,6,225254.5,205571,5300,102509
,6,100682,100682,80660,10
,6,357061.68,346054,544510,247899
recd7C549ykhdWiUI,5,25493,25493,69383,150
,6,114566.84,113344,900,545
,6,13788,13788,58161.8,220
,6,114566.84,113344,900,545
,6,183323.38,159785,56880,4100
recHuVqqZGUA6EGqG,6,624267.87,617121,32301,21400
,6,296329.47,295162,83087,20420
,6,296329.47,295162,83087,20420
recCWIR4qs1HSnggt,6,726861.84,682908,6420,3187
rec3Y0UlbS0qmbil8,6,444433.31,406827,317600,489
recwAoAn1A3hyse7v,6,1434435,1434905,343940,2200
recpbmgWXTBDVLiNS,6,220541.09,217679,187280,3973
,6,358516.55,309170,612290,5866.99
rec8PK7BJhBzueXUr,6,1302213.21,1280377,393767,4510
rec8PK7BJhBzueXUr,6,1302213.21,1280377,393767,4510
,6,122296,122345,0,10
,6,99253,99253,172695,140693.27
reckwjgmMUccLZq32,6,282369,281639,44320,17500
rec7BbG1hKXficD9R,6,1421284,1276544,699859,7207
,6,176777.91,134474,127650,221996
recAv0CUIDnK7ddFu,6,250034,251652,548559,3656.65
recAv0CUIDnK7ddFu,6,250034,251652,548559,3656.65
,6,73560.45,47898,265150,116408.44
,6,605684.41,533715,304075,240640
recSNZojHYu3tb9BL,6,196320.12,176860,22980,0
recf7G4XBpEuEMUAx,6,121521,121521,34630,7684
rec7BbG1hKXficD9R,6,1421284,1276544,699859,7207
,10,120799,117584,5000,820
recHh3RNxHvow4u9c,6,313996,314831,64200,0
,6,685863,686563,281950,20207
recHh3RNxHvow4u9c,6,313996,314831,64200,0
,6,685863,686563,281950,20207
recUsUZ0EWwKvgqEt,6,153028.88,116452,11450,1101
recYkhhlY4V4buyIm,6,275688.74,253486,123679,53979.96
recMaTAmOqnJK7ffz,6,1204175,1204075,639110,3337
recMaTAmOqnJK7ffz,6,1204175,1204075,639110,3337
,6,1076090,1073190,84710,28841.27
recdcVoMqzoL2GH58,6,1786552.3,1576544,563780,82693
recdcVoMqzoL2GH58,6,1786552.3,1576544,563780,82693
rectAGl1A2Vxl3fn0,6,3631507.67,3252427,1651120,60910
rectAGl1A2Vxl3fn0,6,3631507.67,3252427,1651120,60910
rec3hPCnP1L2oPmKi,6,1944793.05,1848800,597620,250026
rec3hPCnP1L2oPmKi,6,1944793.05,1848800,597620,250026
recsmyDNNZSkYYFeL,6,112405,114725,26950,600
,12,264902.15,248535,57235,66234
recep4vWCfONAeSwG,6,994899.63,927459,93780,24135
,6,229480.72,193387,189030,293590
recwoL432dZWv02UI,6,92972.01,89207,2445,11003
,6,155575,155575,0,120.99
recv9jlqa0PQbEynr,6,1620823.1,1251796,167709,36707
recrQZigDi47GG0Xd,6,218082.77,217378,1980,6149
,6,86070,86070,20781,4963
,6,2322475.52,1821294,981630,59078
,6,107312,106762,25900,143440
,6,89157,89127,30700,20324
,3,8011,7981,0,1000
,6,2347156,2361255,647045,96167
reccfu7XeoFo9xgVl,6,552467.77,330368,848100,148778
,6,267856.19,260458,32230,10
recrM7PAfVtkhozG7,6,975884.59,879082,97843,67969
reckaMJjhhhQ4ZCbq,6,1475,1475,0,0
recwFIYXlsxZxlL6F,6,406059.33,385703,54040,13217
rec0trEfC8MhHvz9T,6,449980.25,426818,8900,497
recsNZlb5o33zTudf,6,4545070.21,4454927,22786700,746507
recOaYqNszap5wGT0,6,376380.38,316237,88420,430
recFyGH2MFGjOluYK,12,67014,64412,9290,13393
recX5RYXKpYgq3X2W,6,133876.02,129552,65662,10
,11,105102.15,92597,16570,3050
recTZbxXZzIpn626s,6,37957.96,37456,358270,61270
,6,145859,145889,2909,1418
,6,181567.5,140933,21452,11000
recuhGF1EmBPz6qWl,6,77106,75906,47530,100
recFOhJqyKG1BXBe1,6,343912,343912,49330,11582
,6,707462,707462,0,17
,5,136990,136990,324885,7
,6,41990,40853,43946,55000
recBgU5vNjGiiEGQb,6,33645.77,31219,63979,3991
recoHI65M4aW2eS2i,6,1360496.59,1016821,709000,557
,6,131124.84,125748,72550,6135
recyCqkpabgvoOpls,6,371984,372084,302632,4603
recwLSFwdosVIvuKb,6,909628.45,771706,37200,5264
,6,405090,403500,112845,39010
,6,236028.17,203934,342140,201857.5
rec50uLihN2MWzxGi,12,478407.92,183321.48,363,63449.12
recvKbqZeAKwE55xp,6,392769.63,166600.13,3512,27284.37
,5,87465.71,51658.29,967,3400.93
recd7KvkkXMM7sNng,6,48246,31007,110,479
recGcAxBkPdj3qJMm,6,436363,329769.25,3610,32063.65
recK3rTOeDOctIXXs,6,44203.66,24193.29,0,100
recNis46HbwM1SQ1X,6,862897,169205,27650,29518
recZdzcUbr9bHDxEL,6,66111.6,33962.97,1100,207
,6,29012,11579,0,0
,6,449595.1,229965.63,9738.9,109940.44
,6,17030,26912,810,4311
rectulGt65VKehcv1,6,157050,23727,200,8584
,6,73400,58793,1278.02,11685
,5,108780.19,12582.87,0,1638
,6,46933,24781,195,1803
,6,79828.19,17243.92,0,1823
recKnmF52TdlvrosF,6,207776,132457.37,360,307
recYO3yYD226tuMP6,6,422527.07,60918.93,3667,1445.39
recVBl5vb30es1Ed0,6,1094171,375344.2,14150,104461
,12,375542.35,227340.94,490,1470
rec7MonM42jkHxdhQ,6,853066.74,391447.53,52855.29,64464.72
recZt7pRX0FTdSggL,6,520900.67,49236.26,7742,49038.93
,6,333595.15,37393.6,269.01,9588.06
,6,572454.73,175181.66,423.66,8387.96
,6,2296232.54,647158.18,851,17172.99
recZKbq1YYkoOxAg4,6,591724.01,72177.93,1700,17793
,6,100089.15,63123.85,1740,5056.13
,6,488725,657786.42,8460,56707
,6,56164.51,14396.39,3350,50731
,6,147954.25,67044.56,706,32050.41
reccBZFmRBsS2e8nM,6,239276,118535,2200,440
recuuMRG2jmBURY1l,6,1511870,1509970,400840,105565
recJ9nH0taQk61tpv,6,139713.43,127937,164280,7210
recJ9nH0taQk61tpv,6,139713.43,127937,164280,7210
recO1qC1pnDI75pLs,6,273648.91,244844,507380,0
,6,81745,81745,0,3146
,6,252470,252470,448603,0
rechy4Nf0Ihxrdy85,12,4184144.59,3409328,2636821,11533
recYjydlrWhV1k8sT,6,330518.52,271416,12425,43427
recIukANE2uEQey2U,6,67419.96,56869,4880,0
reczdIDWa6dGabEhg,6,104695.19,89936,44000,0
,12,158186,157612,59850,115
recbSwekp38NsGBjX,6,132302,132302,10643,0
,6,542854.25,510560,7270,47696
,12,73612.52,71995,6679,7069
recl51UrTdnd2tATV,6,277579,197428,20800,8925
,6,452607.33,396533,21268,16309
,6,56825.94,54241,12200,417
recaT8rzOObkTBmMu,6,197862.55,171521,189064,22655
,6,4870,4870,228,10
recL6XUnkmp58e4Fz,6,242634.83,228749,106016,7
,6,178058,177213,850,210
,6,4870,4870,228,0
rec5C2Ii3TD7nj4Hs,6,313454,313454,63140,110
rec37jf04C4ikGi7h,6,383128,383148,30605,60868
recridyKnU91XS8RG,6,161087.57,154238,24350,7
reclPAWkQ3luVqJXx,6,61923.29,48560,365200,71360.99
rec4oIBuIQtVCtVwA,6,272649.07,261652,40525,0
recuMjoRgQdp8yspy,5,89415.75,71335,99475,0
,6,106860,106860,4200,6720
,12,16050,16070,49758,2898
recQ4ZeCTqce6sXBi,6,4381747.12,3453491,302530,607
,6,197500,197515,57350,26800
recDWzNeSXajtLRzs,6,1158741,1158741,114100,26476
recg8wlsfOAYAB3xe,6,1617684.5,1608606,129800,1307
,6,100480.09,39601,369180,106300
recvfQIzxKzdeDBFb,6,336932.84,291295,550,200
,12,1820243.88,1839577,133175,2352
recSYY72QxE6P3LeX,6,2145487,2145487,1485130,105
recqXPaLs37pHsDaa,6,1554910.27,1545980,47800,2385
recXsoBuF5NxhqnX1,6,227097.09,208639,90830,8341
recnW6q6GHRpRwl1k,6,8844,8844,13865,100
,6,79786.41,64700,169570,15000
,6,3640,3640,6950,10
,6,115625,115625,46510,200
,6,522007.79,514035,45059,28597
recOXpKBEX7d2I74b,6,153660.98,106208,923432,444372
rect0TYvU6fu6linL,6,367032.38,318197,17270,2030
,6,63895,60740,17968,50
,6,83656,83656,12890,510
reckMHntDyeOJ47IA,6,15680922,15634542,4245660,153436
rec8Om3bWXus692vX,6,352920,352920,187234,0
,5,37895,37895,50,749958
,6,1915738.72,1909364,206600,16843
recIOIQnnz8nRs8po,6,199102.74,164185,7340,17240
recJ0xlaelVfEPo7N,6,1055301,1055301,74535,90362.38
,6,104682.61,99226,59790,3649.42
,6,1008250,1009165,728314,7
,6,397390,397810,309550,98100
recObXeJvwC4fVNHo,6,307614,304514,51825,0
,6,178240.75,143987,52540,35200
,12,596041.7,594089,144440,7584
,6,422741.14,357107,0,1000
,6,4660555.68,4218616,494330,110
recHpPMvRdIQ6xAbz,6,41197.86,35949,45840,7
,6,288317,287737,8780,4724
,6,125149.7,100833,396670,29320
,6,2383594.58,903069,630210,244626.16
recVGzKVQqEX3UC5D,6,686017.54,639391,64219,15100
recuF53jBQVXhfil7,6,1580925,1741398,280000,7
rec1ZRnYchBJhvsCt,6,556246.45,550366,33100,553
,6,1940602,1940922,868045,51428
reccEbrMEpQ2VRYo4,6,35525,35540,18780,24000
,6,153038.76,122781,60190,507
,6,195556,195406,4980,26073
recRrM5eND9e28lpK,6,145058.75,144026,179773,0
rec4xiMAS8tJI910j,6,62224.61,55208,1800,135000
reckEdHLMjVN2vCQB,5,117061.02,95914,4150,23936
,6,191569,195469,11840,17
rec4W3Nbk9yndMvgV,6,858593.69,836713,144345,93000
recQ2snPgeQ6HPU10,6,817260.82,713732,13000,10
recb2d8A589ecz3xC,12,41654.27,31035,25000,55255
recLJZTVOSoPhTV4k,6,598486,599156,7856,27179
recHvALifX2B25GBR,12,359551,359321,5220,320
,6,547455.33,439142,111330,4628
recb2d8A589ecz3xC,5,35008.86,26495,25000,31491
,6,8785,8785,200,10
recOb6x8jpmX3ppdX,6,156257.44,124785,206600,1307
,6,19061,19061,0,10
,6,8785,8785,200,10
,6,710344,709644,47621,28543
recVlyKoInePjldoZ,6,1305758,1305758,421709,249
recV3wVRZhXIHHXjo,6,123545.44,116497,10780,47
recQI0aNMZCkOiHkD,6,244330.72,202591,392214,54143
,6,69239.82,62181,485,0
,12,1573378,1573378,3316321,5895969
,6,680580.67,679497,567760,9507
,6,313189,312449,9670,23593
,6,289724,289424,51235,2468
rec7vAPPoKWLWbGxI,6,945629.32,927521,40491,50847
rec8XwnuPuWZJ3bld,6,202813,201318,150160,37.6
,6,79124.79,76385,117010,18090
,6,313835.11,110909,1608275,25889
,6,239359.64,237619,25990,84
,6,264434.91,259171,707670,10
recWTcaz21y6k3BC6,6,278026.21,260242,22610,15850
,6,204726.12,186714,13200,200
rec84l2W5Sdei8FvE,6,513453,513453,3981365,851700
,6,62038,62038,10990,10
,6,34855.61,29815,39041,18248
,12,253780.97,251210,3080,385
recYdRr5oOw861Emd,6,30176.21,20070,149880,0
recKyQGpgmbe3tXCF,6,69849.15,65677,4400,44529
,3,79010.05,75028,344250,0
recPNlPOdi2Og12UM,6,293023,293073,37140,19776
,6,34779.84,33715,0,0
recdbYlx0I1urtoUA,6,606288.37,538695,675260,66253
recsMRxLzgDJ4EWjB,6,4661889,4696489,2103880,8633
,6,62108,61938,22811,7
,6,764232,764421,28500,20335
,6,47038,47038,10990,0
recWHmN2YfwYMT3lE,6,421455,422955,26000,122
,6,40311.33,22593,156605,6420
recsFEMMr7i8p2czj,6,874867.39,246140,0,0
,6,85733,85733,75860,0
,6,712280.01,686288,150100,0
rec86PnPzgTEunR4Q,12,52266,52166,180,140
,6,305033.81,256169,2134654,705
recs5GdSZNs6c8l5w,5,73667.76,62435,13847,0
recGxa1I0HPTJ2sWI,6,309200.19,284956,118779,307
,6,117985,117985,48680,10010
,6,729065.97,644264,13400,800
recG1paodfv9jHEjB,6,383605,381575,392367,32750
recwpxstrNYkXNw7e,6,931435,931435,1175710,10533
,6,1042979.5,873525,1585681,73613
rec86PnPzgTEunR4Q,6,28086,28086,0,140
,6,545579.41,539827,180804,713
,6,264145.48,259599,63750,0
,6,710826.73,669166,23133,5330
rectWsd21Cp26Dx7y,6,121451.24,111565,52306,536
,6,396991,396636,169623,80658
recIgIXJisDXnIm5Z,6,1255767,1251737,145493,128146
,6,1220659,1206179,66900,800
recFRIzZ5uWkzhvHK,6,205563.15,202249,37600,7940.58
,6,789220,791026,2064835,515288
,5,47199,45269,900,0
recj1ozqZaZs3gfeK,6,37143.54,35180,105600,1032.97
recnZvy8DGZmOiElc,6,98495,98495,3715000,651523
,6,30647,31947,9080,79829
recK9eVf1vs71iEaz,6,918645,918981,512727,3840
recEeD1sHLrg4dzRu,6,2902545.66,441410,94594,5507
recjby8S4ke8zH5bj,6,241755,240854,7560,963
recKbBBqdYYUCUHFa,6,1235136.43,1037755,857078,81646.99
,6,92580.83,73755,179806,45500
,6,525933.87,315454,0,113833
rec6vebZJnKyGfwd5,6,298220.66,260387,39883,3245
recHpIWqYKJAXTH5W,4,136850,125080,300,350
,6,33072.87,29870,6400,530
rec4lnKmQ0NFqgPdy,6,376513,376323,41540,1007
recjd8SHEK0BoHPsF,6,246276.52,199208,33970,11750
recTnbPc0jkdwZpR1,6,3102277.03,1647308,319700,30202
,6,1315039,1201629,151750,0
,6,64713.36,59993,0,0
recvc39EvMYnkBKy9,6,359916.99,403021,1094591,332580
,6,72440.14,56524,69460,1220
,6,183498.17,159770,11000,7
rechUkjFw5Vb3mtn8,6,148261.26,128681,91912,13815
reclfmhaiymQCMk1x,6,552748.8,528452,416983,50416.82
recMVQcVDs3uaYDbz,12,218828,212898,210780,225424
,6,3630,3630,1500,59500
receN5XNt2yoR7IYU,6,477786.94,410558,40465,2258
,6,269976,267296,148370,74327
,12,236764.55,210435,434850,39510
recYsFZwCxGw6mR2m,6,1663071.96,1472113,1155608,795633.2
,6,432352,432352,407997,167450
recFDmKOxRHobW7qx,6,229649.58,204665,82706,2050
recAyJ8v8VJuecwtB,6,182434.36,164701,43365,2170.67
,6,94472,94472,111425,13418
,6,106956,106956,17160,10
,6,358420.98,323756,189100,23938
,6,446283.32,433291,161320,367707
rec6AhlZi3CcB4mSd,6,244087.05,187283,344889,14893
,6,1229003.1,1215579,194100,7
